Unnamed: 0,id,study,subgroup,authors,first_author,title,short_title,abstract,year,language,journal,source,doi,doi_url,pmid,pmid_url,title+author+year,title+year
1108,157,Samuelsson (2009),BPTB,"Samuelsson K, Andersson D, Karlsson J",Samuelsson,Treatment of Anterior Cruciate Ligament Injuries With Special Reference to Graft Type and Surgical Technique: An Assessment of Randomized Controlled Trials,treatmentofanteriorcruciateligamentinjurieswithspecialrefere,"Purpose: The primary aim was to summarize and assess current evidence from randomized controlled trials (RCTs) on anterior cruciate ligament injuries, with special reference to graft type and surgical technique. The secondary aims were to identify the relative strengths and weaknesses of the selected studies, to resolve contradictions in the literature, and to evaluate the need for further studies. Methods: A PubMed database search using the key words ""anterior cruciate ligament"" was performed. The search was limited to RCTs published in English between January 1995 and March 2009. Articles on the subject of graft type and surgical technique were identified. After initial screening and a subsequent quality appraisal based on the CONSORT (Consolidated Standards of Reporting Trials) Statement, a total of 39 articles were included in this review. Results: There are no differences between the bone-patellar tendon-bone (BPTB) graft and the hamstring tendon (HT) graft in terms of laxity, clinical outcome, time to return to sports, patellofemoral crepitations, 1-leg hop test, range of motion, thigh muscle circumference, or anterior knee sensory deficit. The BPTB graft produces more anterior knee pain and kneeling pain than the HT graft, but the difference disappears with time. The harvest site affects muscle strength initially but not over time. There is a possible correlation between the development of osteoarthritis and the BPTB graft. The HT graft produces more tunnel widening than the BPTB graft, but there is no correlation between tunnel widening and clinical outcome or laxity. The semitendinosus and gracilis graft is associated with inferior knee flexion at higher angles, as compared with the semitendinosus graft. There are probably no differences between the BPTB graft and the bone-HT-bone graft in terms of laxity and clinical outcome. Semitendinosus and gracilis tendon harvesting probably reduces hamstring muscle strength for approximately 1 year. Double-bundle reconstruction produces less rotatory laxity than single-bundle reconstruction. Double-bundle reconstruction by use of an 8-strand HT graft probably produces less laxity than single-bundle reconstruction. There are no differences in clinical outcome when single-bundle and double-bundle anterior cruciate ligament reconstructions are compared. Conclusions: In the quality assessment several weaknesses in the study design of the RCTs were found. This emphasizes the need for further high-quality studies, especially with long-term follow-up. Level of Evidence: Level H, systematic review of randomized controlled trials.",2009,English,Arthroscopy-the journal of arthroscopic and related surgery,wos,10.1016/j.arthro.2009.07.021,https://doi.org/10.1016/j.arthro.2009.07.021,19801293.0,https://pubmed.ncbi.nlm.nih.gov/19801293/,Samuelsson+treatmentofanteriorcruciateligamentinjurieswithspecialrefere+2009,treatmentofanteriorcruciateligamentinjurieswithspecialrefere+2009
883,249,Okoroha (2019),QT,"Okoroha KR, Lynch J, Lizzio V, Yu CC, Jildeh TR, Moutzouros V",Okoroha,Adductor canal block versus femoral nerve block for pain control after anterior cruciate ligament reconstruction: A prospective randomized trial,adductorcanalblockversusfemoralnerveblockforpaincontrolafter,"Objectives: Regional anesthesia in the form of a femoral nerve block (FNB) is a commonly performed technique that has been proven to provide effective analgesia following anterior cruciate ligament (ACL) reconstruction. The adductor canal nerve block (ANB) employs a similar sensory block around the knee while avoiding motor blockade of the quadriceps. The purpose of our study was to compare the efficacy of FNB versus ANB for pain control following ACL reconstruction. Our hypothesis was that there would be no difference in pain levels or opioid requirements between the two groups. Methods: We performed a prospective, double-blinded, randomized controlled trial. Sixty patients undergoing primary ACL reconstruction using bone-tendon-bone autograft were randomized to receive either an ANB or FNB preoperatively. The primary outcomes assessed were pain levels (visual analog scale) and narcotic requirements for 4 days following surgery. Secondary outcomes included ability to perform a straight leg raise in the recovery room and difference in thigh circumference between the operative and nonoperative leg measured at 7 days postoperatively. Results: Morphine requirements were less in ACB in the first 4 hours postoperatively (p = .02). Aside from this time interval, there were no differences between the 2 groups with regard to opioid requirements and pain scores at any other time. Similarly, no differences were noted in the patient's ability to perform a straight leg raise in the recovery room (p = .13) or in thigh circumference at the first postoperative visit (p = .09) Conclusion: The results of our study suggest similar efficacy in perioperative pain control with the use of an ANB for ACL reconstruction when compared to FNB. The potential long-term benefit of quadriceps preservation with the ACB is worthy of future study.",2019,English,Orthopaedic journal of sports medicine,embase,10.1177/2325967119S00255,https://doi.org/10.1177/2325967119S00255,,,Okoroha+adductorcanalblockversusfemoralnerveblockforpaincontrolafter+2019,adductorcanalblockversusfemoralnerveblockforpaincontrolafter+2019
644,10,Kyle (2024),BPTB,"Kyle Martin R, Marmura H, Wastvedt S, Pareek A, Persson A, Moatshe G, Bryant D, Wolfson J, Engebretsen L, Getgood A",Kyle,External Validation of the Norwegian Anterior Cruciate Ligament Reconstruction Revision Prediction Model Using Patients from the Stability 1 Trial,externalvalidationofthenorwegiananteriorcruciateligamentreco,"Objectives: Machine learning has emerged as a potential tool for improving outcome prediction accuracy in anterior cruciate ligament (ACL) reconstruction (ACLR). A machine learning-based ACL revision prediction model has been developed using data from the Norwegian Knee Ligament Register (NKLR) but lacks external validation outside of Scandinavia. This study aimed to assess the external validity of the previously published ACL revision prediction model (https://swastvedt.shinyapps.io/calculator-rev/) using data from the Stability 1 randomized clinical trial. The hypothesis was that the model's performance would be similar, indicating validity of the algorithm. Methods: This was a level 3 cohort study. The Cox Lasso prediction model from the original study was selected for external validation owing to its superior performance during model development and internal validation testing. The Stability 1 trial was an external randomized controlled trial that assigned patients to receive either hamstring tendon (HT) autograft or HT with lateral extra-Articualr tenodesis (LET). Patients from Stability 1 with all 5 predictors required by the Cox Lasso model were included. Since all patients in the Stability 1 trial received hamstring HT plus/minus LET, three configurations were tested: 1: All patients coded as HT, 2: HT + LET group coded as bone-patellar tendon-bone (BPTB) autograft, 3: HT + LET group coded as unknown/other graft choice. The different configurations were tested because previous evaluation of the Stability 1 cohort by the Multicenter Orthopaedic Outcomes Network (MOON) suggests failure rates of HT + LET are most similar to the failure rates of patients who receive BPTB. Concordance and calibration were calculated to determine model performance with censoring of the time-To-event outcome. Results: In total, 591 patients from the Stability 1 trial were included, and 39 patients (6.6%) underwent revision surgery within 2 years. Model performance was best when patients randomized to HT + LET were coded as BPTB. Validation concordance was similar to the original NKLR prediction model for 1-and 2-year revision prediction (Stability: 0.71; NKLR: 0.68-0.69). Concordance CI ranged from 0.63-0.79. The model was well calibrated for 1-year prediction while the 2-year prediction demonstrated evidence of miscalibration. Conclusions: The most important finding of this study was that when patients in the Stability 1 trial who received HT + LET were coded as BPTB in the Norwegian prediction calculator, the model concordance was similar to the index study. However, the CI for the validation set was wider than the original model, suggesting that more data is required to definitively determine the external validity. The finding that HT + LET behaved most similarly to BPTB supports the notion that the addition of LET can decrease the failure and subsequent revision rate of primary ACLR when HT is used. In addition, if further external validation efforts are consistent with this study, the prediction model may require updating to equate HT + LET to BPTB for the purposes of prospectively estimating revision surgery risk.",2024,English,Orthopaedic journal of sports medicine,embase,10.1177/2325967124S00311,https://doi.org/10.1177/2325967124S00311,,,Kyle+externalvalidationofthenorwegiananteriorcruciateligamentreco+2024,externalvalidationofthenorwegiananteriorcruciateligamentreco+2024
826,192,Hendri (2025),QT,"Hendri ENM, Hamid MSA, Yusoff BAHMd, Mohamad N, Yusof A",Hendri,Effect of upper limb isometric training (ULIT) on hamstring strength in early postoperative anterior cruciate ligament reconstruction patients: study protocol for a randomized controlled trial,effectofupperlimbisometrictraining(ulit)onhamstringstrengthi,"Anterior cruciate ligament (ACL) injuries impact approximately 68.6 per 100,000 individuals annually, with ACL reconstruction (ACLR) being a common intervention for restoring knee stability in physically active individuals. Despite advancements in surgical techniques and rehabilitation protocols, patients often experience prolonged recovery, hamstring weakness, and neuromuscular deficits, increasing the risk of re-injury and osteoarthritis. Early-phase ACLR rehabilitation primarily focuses on managing pain, swelling, and quadriceps strength, frequently neglecting the critical role of hamstrings in knee stabilization. This leaves a gap in addressing imbalances that hinder functional recovery and return-to-sport timelines. Upper limb isometric training (ULIT) presents an innovative approach to enhance hamstring activation during the early rehabilitation phase. By leveraging the posterior myofascial kinetic chain (PMKC), ULIT indirectly stimulates hamstrings through bilateral static upper limb exercises, such as wall push up, shoulder extension and scapular retraction, promoting neuromuscular coordination and kinetic chain synergy. These exercises mitigate challenges associated with direct hamstring loading, such as arthrogenic muscle inhibition and graft protection needs. Preliminary research suggests upper limb resistance exercise at submaximal voluntary contraction facilitates inter-limb strength gains, improves core abdominals and hamstring activation, and reduces knee imbalances, supporting accelerated recovery and reduced re-injury risk. The ULIT demonstrates potential as an alternative warm-up exercise to promote hamstring activation and enhance overall readiness for physical activity. Emerging findings highlight ULIT as a safe and potentially effective supplementary intervention, but further research is essential to establish its role in ACLR rehabilitation and develop evidence-based protocols. This study aims to evaluate the effects of integrating ULIT into standard care rehabilitation on hamstring strength and physical function in early-phase postoperative ACLR patients with hamstring autograft. The findings could introduce a novel and effective strategy to optimize recovery, enhance functional outcomes, and support a safer return to sport. Trial registration number: ACTRN12624001445561 and available at https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=388441&isReview=true.",2025,English,Medrxiv,embase,10.1101/2025.02.09.25321959,https://doi.org/10.1101/2025.02.09.25321959,,,Hendri+effectofupperlimbisometrictraining(ulit)onhamstringstrengthi+2025,effectofupperlimbisometrictraining(ulit)onhamstringstrengthi+2025
728,94,,HT,,,Lateral Extra-Articular Tenodesis Augmentation of Anterior Cruciate Ligament Reconstruction Does Not Impact Cartilage health in the patellofemoral joint based on post-operative two year qualitative and quantitative MRI analysis,lateralextraarticulartenodesisaugmentationofanteriorcruciate,"Abstract ID# 21465 All Authors: Yuta Nakanishi MD JAPAN Paul Hegarty MbBch FRCSEd(T&amp;O) UNITED KINGDOM Thiago Vivacqua MD, MSc CANADA Andrew Firth PhD CANADA Jaques Milner None CANADA Stephany Pritchett MD, FRCPC, DABR CANADA Dianne M. Bryant PhD CANADA Alan Getgood MD, FRCS(Tr&amp;Orth), DipSEM CANADA Summary: No statistically significant differences in cartilage health was observed in the patellofemoral joint between patients who underwent primary ACLR with or without LET at two years post-operative, as determined via quantitative and qualitative analysis of MRI. Data: Introduction: Several clinical and biomechanics studies have concluded that lateral extra-articular tenodesis (LET) is an effective procedure to control rotational laxity, reducing failure rates when performed with an anterior cruciate ligament reconstruction (ACLR). However, there is question whether the addition of an iliotibial band based LET may cause increased contact pressure in the patellofemoral joint (PFJ) that could potentially lead to cartilage damage. The purpose of the current study was to assess PFJ cartilage status in patients that underwent ACLR with or without LET augmentation using magnetic resonance imaging (MRI). It was hypothesized that 1) the addition of LET at the time of ACLR would have no effect on cartilage health on post-operative two-year MRI; 2) higher cartilage relaxation values would be associated with worse patient reported and functional outcomes at two years post-operatively. Methods: A subset of patients from the STABILITY 1 randomized controlled trial were included. All patients underwent primary ACLR with a hamstring autograft. The patients were randomized either to receive LET augmentation or not. Cartilage status in the PFJ between ACLR alone group and ACLR+LET group were compared by quantitative MRI (qMRI) and qualitative assessment by ACL osteoarthritis score (ACLOAS) on post-operative two year MRI for surgical and contralateral non-surgical knees. Objective functional outcomes (range of motion (ROM), hop test and isokinetic strength) and patient reported outcome measures including Knee injury Osteoarthritis and Outcome Score (KOOS) and International Knee Documentation Committee (IKDC) score were attained. Results: Ninety-two patients (43 patients in ACLR group, mean age (±SD) 18.9±3.2 years, 60.5% female, and 49 patients in ACLR+LET group, 18.7±3.2 years, 63.3% females) were included. No significant differences were seen in the mean values (milliseconds) for qMRI for adjusted T1 rho relaxation times in the medial patella (MP) (47.8 vs 47.3), central patella (CP) (45.5 vs 44.1), and lateral patella (LP) (48.2 vs 47.3), and medial trochlea (MT) (54.7 vs 56.4), central trochlea (CT) (53.3 vs 53.1), and lateral trochlea (LT) (54.9 vs 53.9), and adjusted T2 relaxation times in MP (42.2 vs 43.2), CP (42.5 vs 42.7), LP (43.5 vs 43.0), MT (50.9 vs 50.9), CT (51.1 vs 52.0), LT (52.1 vs 52.6) between ACLR and ACLR+LET groups. Similarly, no difference in ACLOAS scores (overall score 10 vs 11, p = 0.99) were observed. An increase in medial patellar T2 relaxation times were associated with decreasing IKDC score (p = 0.046), KOOS symptoms subscale (p = 0.01), and total KOOS score (p = 0.01). Increasing limb symmetry on the hop test was associated with increasing T1 rho (p = 0.04) and T2 (p = 0.01) relaxation in the lateral trochlea. Conclusion: No difference was found in patellofemoral cartilage health between knees undergoing primary ACLR with hamstring tendon autograft with or without LET at two years post-operative. Statistically significant correlations were found between qMRI relaxation times and functional outcome scores and PROMs, however the correlations were weak and the clinical significance of these changes are undetermined.",2023,English,Journal of isakos,embase,10.1016/j.jisako.2023.03.206,https://doi.org/10.1016/j.jisako.2023.03.206,,,,lateralextraarticulartenodesisaugmentationofanteriorcruciate+2023
729,95,,HT,,,Reduced Knee Flexion Strength 18 Years After ACL Reconstruction in Hamstring Group,reducedkneeflexionstrength18yearsafteraclreconstructioninham,"Brief SummaryBackground: Bone-patellar tendon-bone (BPTB) and a double-looped semitendinosus gracilis (hamstring group) graft are commonly used for ACL reconstruction. Short-term and mid-term studies show little to no significant difference between the two groups, and there are a few long term studies to compare results between the two grafts. Purpose: To compare the results after using either BPTB grafts or hamstring grafts 18 years after ACL reconstruction. Study design: Randomized controlled trial; Level of evidence II. Methods: 114 patients with ACL rupture between 2001 and 2004 were randomized to reconstruction with either BPTB graft or a hamstring graft. Patients were operated at four major hospitals. The 18-year follow-up evaluation included isokinetic testing of muscle strength, patient-reported outcome measures, clinical knee examination and an assessment of radiological osteoarthritis using the Kellgren-Lawrence classification. Hypothesis:Hypothesis is that there will be no difference in the long-term outcome between the two groups, as well hypothesis of no difference in patients with prosthesis after ACL reconstruction, arthrosis difference in operated knees and the rate of graft failure between the two groups. Previous follow-up studies showed a significant difference in total flexion work between the two groups, so detecting a persistent difference between the groups will be point of interest.Detailed DescriptionIntroduction Rupture of the anterior cruciate ligament (ACL) is a common soft-tissue knee injury, and has increased in number over the last twenty years. Reconstructing the ligament may be important for maintaining the stability and preventing further damaging of the knee. The two most commonly used grafts in reconstructions are the autologous patellar tendon grafts and hamstring tendon grafts There is yet to be a universally established agreement regarding which reconstruction method of an ACL is preferred. The method using the central third of the patellar tendon with proximal and distal bone blocks as the replacement has been used since the late 80s and is well documented with good results. When the technique using the hamstring tendon grafts was introduced, its popularity increased. Arguments favoring each of the methods depend on which variables one values the most. In some studies, the patellar tendon group reported problems regarding anterior knee pain and decreased sensitivity of the knee, whereas for the hamstring tendon group there was reported increased weakness of the hamstring muscles and knee laxity. However, the overall assessment and satisfaction in multiple short-term/semi-long studies have shown little to no difference . The aim of this prospective randomized multicenter study is to compare the use of bone-patellar tendon-bone (BPTB) grafts and double-looped semitendinosus gracilis (DLSG) grafts for reconstruction of the anterior cruciate ligament, 17-20 years after the surgery. The null hypothesis is that there will be no significant differences at this long-term follow-up evaluation between the two methods. Method and material of the first study- Drogset et al. recruited 115 patients with rupture of the anterior cruciate ligament in the period of 2001-2004, and randomized them to either reconstruction with bone-patellar tendon-bone (BPTB) grafts fixed with metal interference screw graft, or double-looped semitendinosus gracilis (DLSG) grafts fixed with Bone Mulch Screws and WasherLoc Screws. The surgeries were performed at four different hospitals. After one and two years, the patients were examined by an independent observer, using a series of objective tests, as well as recording the patients' subjective opinion of their knee function. The subjective tests used were Tegner's activity score, Lysholm's functional score and Modified Cincinnati Score. The objective tests used were Lachmann's test, pivot shift and KT-1000, as well as Cybex and Biodex to measure muscle strength. Method and material- The present study is a long-term follow-up of a prospective randomized multicenter study. The patient recorded outcome scores will be Tegner's activity score, Lysholms's functional score and the Knee injury Osteoarthritis Outcome Score (KOOS). The examinations include Lachmann's test, pivot shift and KT-1000. We also plan to include radiographs to evaluate the degree of arthrosis 17-20 years after the surgery, and Cybex or Biodex to examine the hamstring and quadriceps strength. The radiographic positioning will be knee AP weight-bearing standing bilateral and lateral view, as well as skyline projection. The Kellgren-Lawrence classification will be used to assess the degree of osteoarthritis. Even though 115 patients were included in the original study, we will only attempt to contact 114 due to lost inclusion-papers between the 2-year and 7-year follow-up \[8\]. During the spring of 2022, the patients will receive an invite to participate in the follow-up study. Following this, patients will be contacted to uncover different circumstances that might exclude certain patients from the clinical assessment. This includes revision of the reconstruction in question, total knee replacement or total knee arthroplasty, and if the knee had been injured beforehand. The clinical examination will be carried out by both a medical student and an experienced orthopedic surgeon. Hopefully all the patients will be examined over the course of two days at each location, and if needed, the rest will be examined at a later date. Hypothesis- Current hypothesis is that there will be no difference in the long-term outcome between the two groups. However, it will be interesting to see how many patients have received a prosthesis, and how many patients struggle with arthrosis. As the previous follow-up studies showed a significant difference in total flexion work between the two groups, we will be interested in detecting a persistent difference between the groups. Another interesting aspect will be the rate of graft failure between the two groups. Feasibility- The strength of the study is the randomization and the long follow-up period of 17-20 years. The possible limitations are the fact that there may be a problem recruiting enough patients to the follow-up, and that it might not be able to get x-rays of the patients at the different hospitals, as this is a matter of cost and availability. In addition, the different hospitals may not have a Biodex available. Publicity plan- The goal for the paper is to be published in an international journal and probably be presented at conferences. For article, that hopefully will be published in journals, Marko Popovic will stand as first author, and Julie Holen and Julie Myhre as contributing authors. Jon Olav Drogset will be listed last, as the main supervisor. Ethics- The REK-application was submitted on the 24th of December 2021. Application number: 391796. Additionally, the project will be reported to NSD when the REK-application is approved.",2023,English,Clinicaltrials.gov,embase,,https://doi.org/,,,,reducedkneeflexionstrength18yearsafteraclreconstructioninham+2023
736,102,,HT,,,Optimizing GRAft SElection for ACL Reconstruction (GRASE-ACL Trial) - a Three-armed Randomized Controlled Trial,optimizinggraftselectionforaclreconstruction(graseacltrial)a,"Brief SummaryPurpose: To investigate the differences between the three most common methods for reconstruction of the anterior cruciate ligament (ACL), to support the development of the best method for the individual patient. Main research area: ¨ Sports Orthopedic Surgical research. State of the art: Every year in Denmark 2500 patients receive surgical reconstruction surgery to replace a ruptured ACL. Many patients experience a decline in knee function and 4-12% suffer a new ACL rupture within 5 years. According to data from the Danish ACL register, three methods of reconstruction are most prevalent, but with large variation between hospitals. This indicates lack of consensus on optimal surgical procedure. Design: Assessor-blinded randomized controlled study. 150 patients aged 18-40 with ruptured ACL are allocated to reconstruction with tendon(s) harvested from either the semitendinosus and gracilis, or the patella tendon, or the quadriceps tendon. Patient follow-up will be conducted preoperatively and 1, 6, 12, 24 months postoperatively. Primary technologies and outcomes: * Patient-reported knee-joint function, quality of life and donor-site morbidity is obtained with standardized questionnaires. Primary outcome is subjective knee function with the International Knee Documentation Committee evaluation form (IKDC) * Instrumented analysis of knee-joint coordination and neuromuscular control including 3-D motion capture and electromyography (EMG) during single leg jumps, landings and change-of-direction. Measurement of maximal explosive muscle power in knee extension and flexion. Primary outcome is relative difference between injured and healthy leg in rate of force development (RFD-LSI). * Standard clinical knee examination of range of motion and instrumented examination of knee-joint stability. * Magnetic Resonance Imaging (MRI) of the thigh muscles for examination of muscle morphology. The trial is designed for publication in three primary publications 1. \- Patient reported effect of graft choice in ACL reconstruction 2. \- Biomechanical effect of graft choice in ACL reconstruction 3. \- Clinical effect of graft choice in ACL reconstruction Additional secondary publications are in the pipeline. Reference to primary protocol and results will always be emphasized in secondary publication to ensure methodological transparency.Detailed DescriptionPurpose: The aim of this randomized controlled trial is to investigate the effect of graft choice in anterior cruciate ligament (ACL) reconstruction surgery, primarily from a patient-centered as well as a novel biomechanical perspective; and secondly from a clinical and muscle morphological perspective. The study compares the three most common methods for ACL reconstruction: autograft harvested from the m. quadriceps tendon (QT), the hamstring tendons (ST/Gr), and the patella tendon (BPTB). By applying this 360° scientific approach, it is the hope to improve the possibilities for a much-needed evidence-based and individualized treatment of ACL ruptures. Objectives and hypotheses: • Objective no. 1: The patient-centered perspective To investigate the effect of graft choice on patient-reported questionnaire scores, primarily on the International Knee Documentation Committee Evaluation Form (IKDC). The investigators hypothesize that of all three grafts, the QT graft will result in non-inferior patient reported knee function. * Objective no. 2: The biomechanical perspective To investigate the effect of graft choice on muscle strength and knee joint control. The investigators hypothesize that of all three grafts, the ST/Gr graft will show largest negative effect on explosive muscle strength. * Objective no. 3: The clinical perspective To explore the effect of graft choice on knee stability and surgery complications. * Objective no. 4: The muscle morphological perspective To explore the effect of graft choice on length and cross section area of the hamstring tendons. State-of-the-art: The most common method for ACL reconstruction in Denmark is the use of an autograft to replace the ruptured ACL. The autograft is harvested from either the m. quadriceps tendon (QT), the m. semitendinosus and m. gracilis tendons (hamstrings) (ST/Gr), or the patella tendon with bone plugs (BPTB). The BPTB graft was initially used as standard method. It has the advantages of faster graft incorporation (bone to bone healing), reliable graft size and low risk of graft rupture and knee laxity. It is widely used around the world. In Denmark it accounts for app. 10% of all reconstructions. A number of disadvantages of the BPTB graft have been described in the literature: anterior knee pain, pain from the donor site, extension strength deficits, and decreased knee joint flexion range of motion. Due to these potential morbidity problems of the BPTB graft, there was a shift towards the ST/Gr graft as the preferred choice. Today, the ST/Gr graft is harvested in more than 52% of all ACL reconstructions in Denmark. From a surgeon's perspective, the graft is easy to harvest, time efficient, and leaves smaller scars. The ST/Gr graft is however associated with increased laxity of the knee joint compared to the BPTB graft, and the size of the graft can be a challenge. Also, harvest of the ST/Gr graft is associated with sustained loss of strength, length, and volume of the harvested muscles. This is of concern, as biomechanical research has shown that semitendinosus is essential to stabilize the knee joint and protect the ACL during cutting movements. Finally, recent research indicates higher risk of revision surgery using the ST/Gr graft compared to the BPTB graft. Currently, particularly in Scandinavia, surgeons are reintroducing a third graft, the QT graft. The advantages of the QT graft are large and predictable graft size and acceptable clinical outcomes. A recent study from the Sports Orthopedic Research Center - Copenhagen (SORC-C) at Hvidovre Hospital found no difference in revision rates between the ST/Gr graft and the QT graft in a cohort of more than 400 patients. The QT graft now accounts for app. 10% of all ACL reconstructions in Denmark, but the graft remains a relatively untested method. Methods: Study design and approvals: This is an assessor-blinded randomized controlled trial with a three-group parallel design. Patients will be randomized to ACL reconstruction with either BPTB, ST/Gr, or QT graft with a 1:1:1 allocation. Follow-up will be performed 1, 6, 12, and 24 months after reconstruction. The study will adhere to the CONSORT guidelines for reporting of Multi-Arm Parallel-Group Randomized Trials (http://www.consort-statement.org) and is pre-registered at http://www.clinicaltrials.gov. The study is approved by the Scientific Ethics Committee for the Capital Region (Journal-no.: H-19001194) and by the Danish Data Protection Agency (Jr. no. VD-2018-524) Randomization and blinding: Patients will be randomly assigned to a treatment group using a 1:1:1 allocation ratio using a randomization schedule of permuted blocks of random sizes. The randomization will be stratified by biological sex and age. The final randomization will be made after arthroscopic assessment of the knee and evaluation according to the in- and exclusion criteria. Outcome assessors are blinded to group allocation. Before each patient visit, tape will be placed on possible scars to hide donor graft site. Given the nature of the intervention, blinding of patients and surgeons is not feasible. Treatment: The procedure is initiated with knee arthroscopy. Ligament lesions, meniscus tear, and cartilage damage are inspected and treated if indicated, and ACL remnants are removed. The BPTB graft is harvested through two 4-5 cm incisions, one on the tibial tuberosity and one on the patella. The middle 10 mm of the patella tendon plus 20-30 mm bone plugs at each end from corresponding tibia and patella is harvested. The ST/Gr graft is harvested through a 4-5 cm incision at the pes anserinus. Both the semitendinosus and the gracilis tendon is identified and harvested. The tendons are prepared and folded to a four-stranded graft with a total diameter of 7-10 mm. The QT graft is harvested through a 4-5 cm incision at the upper pole of the patella. A graft sized 10-12 mm in with and app. 6 mm in depth is harvested from the middle part of the tendon. The femoral tunnel is placed anatomically central in the native footprint of the ACL. The tibia tunnel is also placed anatomically; the center of the tunnel being medially between the eminential spines at the level of the posterior margin of the anterior horn of the lateral meniscus. The BPTB graft is fixed both proximally and distally with a Milagro screw (DePuy Synthes) or similar . The ST/Gr and QT grafts are fixed proximally with the RIGIDFIX® Curve Cross Pin System (DePuy Synthes) and distally with a Milagro screw (DePuy Synthes) or similar. The patients are referred to rehabilitation according to Danish rehabilitation guidelines following ACL reconstruction. ¨ Statistics: Analysis will be performed with a linear mixed-effects model of the relationships between outcomes and treatment group (BPTB, ST/Gr, and QT graft) and time points (pre-operative, 1-month, 6-month, 12-month, and 24-month follow-up). Fixed effects are time and treatment group, and random effects are patient ID. Sample size: The study includes two primary outcomes, the IKDC score change between treatment groups from pre-operative to 12-months follow-up, and the LSI-RFD between treatment groups at 12-months follow-up. The two outcomes are of different hypotheses and independent. Based on literature, the minimal clinically important difference in IKDC score is approximately 10 points, and the standard deviation on the change in IKDC score from baseline to after ACL reconstruction is approximately 13 points. Based on these assumptions, 37 patients are needed per group (α = 0.05, β = 0.80). A local unpublished pilot study of 10 healthy individuals showed a minimal detectable difference in LSI-RFD of 12% and a standard deviation in the group of 17%. Based on these assumptions, 40 patients are needed per group (α = 0.05, β = 0.80). A total inclusion number of 150 is decided to account for a patient dropout of app. 10%.",2022,English,Clinicaltrials.gov,embase,,https://doi.org/,,,,optimizinggraftselectionforaclreconstruction(graseacltrial)a+2022
769,135,,HT,,,Comparative Study of Anterior Cruciate Ligament Reconstruction Using Quadriceps Tendon Versus Hamstring Tendon in Postoperative Clinical and Functional State: a Prospective Randomized Controlled Study,comparativestudyofanteriorcruciateligamentreconstructionusin,"Brief SummaryThe purpose of this randomized study is to compare clinical and functional outcomes of both surgery techniques for anterior cruciate ligament reconstruction (using quadriceps tendon versus hamstring tendon) after reconstruction in athletes.Detailed DescriptionBackground: The anterior cruciate ligament (ACL) is the most commonly injured ligament of the knee. An ACL-deficient knee can lead to recurrent instability, meniscus tears, and osteoarthritis. Patients treated with an ACL reconstruction (ACLR) have long term success rates of 80 percent to 95 percent. Graft selection may influence outcomes following ACLR. Despite the popularity of the procedure, the preferred graft remains controversial. In the past, bone-patellar tendon-bone grafts have been considered the gold-standard surgical option. However, concerns regarding donor-site morbidity have led to a shift in practice by many surgeons to use quadruple hamstring tendons (HT).Several studies have shown a deficit in the quadriceps and the hamstrings strength after using HT as a graft for ACLR . Recently, there has been an increased interest in the quadriceps tendon as graft option for ACL reconstruction. The benefits of quadriceps tendon autograph include advantageous biomechanical properties, preservation of hamstring anatomy and function, as well as a reduced incidence of donor-site morbidity. To our knowledge there is no randomized controlled trial in the literature comparing QT and HTas autografts for ACLR. Objective: The purpose of this randomized prospective study is to compare clinical and functional outcomes after using the QT and HT tendons for ACL reconstruction in athletes. Methods: 55 athletes patients will be recruited from Martín Gómez Clinic from Granada (Spain) and Nutuality of footballers from Andalusian (Spain). Patients will be randomized in two groups: quadriceps tendon versus hamstring tendon. Clinical and functional outcomes will be measured before surgery and three and six months after that. All patients will be operated on by the same senior surgeon and both group will received the same postoperative rehabilitation protocol. Prior to the surgery the participants or their legal representatives must sign the informed consent for participation in this research. Discussion: The benefits of ACL reconstruction surgery show enough scientific evidence that justifying the emergence of new procedures that improve the outcome of the surgery and the reduction of possible comorbidities. The high prevalence of this disease and the therapeutic success of ACL reconstruction makes that there is an increase of the number of subjects who have received this treatment. However, there is not enough randomized trials that examines the different techniques in terms of clinical and functional outcomes or the risk of comorbidities. Subjects were placed in the upright position with the hip flexed at 90°. To determine the height of the chair, the lateral femoral condyle was aligned with the rotational axis of the dynamometer. Before each test, the patient was instructed to perform 3 practice repetitions. The highest peak torque value for each velocity was determined, compared to the uninjured side, and described as percent of knee extensor and flexor muscles strength deficits.",2016,English,Clinicaltrials.gov,embase,,https://doi.org/,,,,comparativestudyofanteriorcruciateligamentreconstructionusin+2016
