,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,abstract,year
24,40981621,2025 Oct,,Nurs Philos,['Dunn J'],Dunn J,"Diminishment by Design: The Role of Class, Gender and Architecture in Shaping the Nursing Profession.",26,4,e70042,['English'],100897394,1466-7681,1466-769X,['Journal Article'],PubMed - indexed for MEDLINE,ppublish,"['40981621', 'PMC12452810', 'pmc-id: PMC12452810;', '10.1111/nup.70042']",10.1111/nup.70042,"['2025/08/30 00:00', '2025/05/15 00:00', '2025/09/09 00:00', '2025/09/22 12:47', '2025/09/22 12:46', '2025/09/22 09:53', '2025/09/22 00:00']",[],1,98,Nursing philosophy : an international journal for healthcare professionals,doi: 10.1111/nup.70042,2025 Oct;26(4):e70042,"This paper advances a critical, multidisciplinary argument that nursing's persistent subordination is not the result of historical accident, but of institutionalized power/knowledge asymmetries deliberately embedded within healthcare systems. Rather than offering an exhaustive literature review, this paper develops a theoretically informed synthesis of historical, spatial, feminist and policy scholarship. The analysis draws on comparative evidence from Canada, the United States, Australia and the United Kingdom, while also incorporating emerging insights from healthcare systems in Pakistan, Brazil, Sri Lanka, Turkey, Ireland, Finland, Portugal and New Zealand. The analysis traces how patriarchal norms, architectural arrangements, credentialing hierarchies and governance structures have systematically constrained nursing's authority, visibility and epistemic legitimacy, even amidst professionalization. To counter this structural injustice, the paper proposes six interlocking domains as foundations for genuine autonomy: clinical authority, governance integration, control over working conditions, spatial equity, independent advancement pathways and epistemic recognition. Each domain is situated within broader philosophical concerns about moral agency, institutional ethics and epistemic justice. Through critical synthesis across disciplines, the paper offers not only a conceptual critique but also a normative framework for reimagining healthcare design. It positions nursing as a full epistemic and strategic partner in leadership and system transformation, arguing that such recognition is both a professional necessity and a philosophical imperative for building just, resilient and inclusive health systems.",2025
25,40929471,2025,2025 Sep 8,Crit Care Sci,"['Schultz MJ', 'Ball L', 'Bernardi M', 'Battaglini D', 'Buiteman LA', 'Ferreira JC', 'Abreu MG', 'Rosa S', 'Hemmes SN', 'Huhle R', 'Mazzinari G', 'Meenen DMPV', 'Nasa P', 'Serpa Neto A', 'Pelosi P', 'Paulus F', 'Robba C', 'Rocco PRM', 'Scharffenberg M', 'Tschernko E', 'Wittenstein J']",Wittenstein J,The PROtective VEntilation (PROVE) Network - advancing research and collaboration in mechanical ventilation.,37,,e20250399,['English'],9918627781706676,,2965-2774,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,,"['40929471', 'PMC12614939', 'pmc-id: PMC12614939;', '10.62675/2965-2774.20250399', 'S2965-27742025000100709']",10.62675/2965-2774.20250399,"['2024/12/19 00:00', '2025/02/20 00:00', '2025/09/10 18:31', '2025/09/10 18:30', '2025/09/10 14:43', '2025/08/18 00:00']",[],1,36,Critical care science,doi: 10.62675/2965-2774.20250399,2025;37:e20250399,"The PROtective VEntilation (PROVE) Network is a globally-recognized collaborative research group dedicated to advancing research, education, and collaboration in the field of mechanical ventilation. Established to address critical questions in intraoperative and intensive care ventilation, the network focuses on improving outcomes for patients undergoing mechanical ventilation in diverse settings, including operating rooms, intensive care units, burn units, and resource-limited environments in low- and middle-income countries. The PROVE Network is committed to generating high-quality evidence through a comprehensive portfolio of investigations, including randomized clinical trials, observational research, and meta-analyses. Its work has significantly contributed to understanding optimal ventilation strategies in critically ill patients, such as those with COVID-19, and in exploring innovative approaches like closed-loop ventilation systems. The network has spearheaded pioneering studies that have shaped clinical practice worldwide by integrating expertise from a wide range of disciplines. A defining feature of the PROVE Network is its emphasis on mentorship and collaboration. It fosters a supportive environment where junior researchers are guided by experienced mentors, ensuring the transfer of knowledge and promoting inclusivity. The network prioritizes gender balance and diversity, recognizing the value of varied perspectives in driving meaningful innovation and advancing research excellence. This paper reviews the history, key projects, and leadership of the PROVE Network, highlighting its impactful contributions to the field of mechanical ventilation. By uniting researchers globally, the PROVE Network exemplifies the power of collaboration in addressing complex clinical challenges, including personalized ventilation and the use of Artificial Intelligence, and improving patient care.",2025
26,40847570,2025 Oct 13,,Health Policy Plan,"['Nambiar D', 'Chadha N', 'Buse K']",Buse K,How to (or how not to)…Enhance equity in the conduct of global health research: dimensions and directions for organizations.,40,9,998-1007,['English'],8610614,0268-1080,1460-2237,['Journal Article'],PubMed - indexed for MEDLINE,ppublish,"['40847570', 'PMC12516027', 'pmc-id: PMC12516027;', '10.1093/heapol/czaf054', '8240105']",10.1093/heapol/czaf054,"['2025/10/13 06:28', '2025/08/23 08:44', '2025/08/23 02:23', '2025/08/23 00:00']",[],1,65,Health policy and planning,doi: 10.1093/heapol/czaf054,2025 Oct 13;40(9):998-1007,"Global health research can either challenge or reinforce power imbalances in knowledge production, funding, agenda-setting, authorship, data access, and capacity-building. These inequities are shaped by colonial legacies, funding disparities, extractive partnerships, and Global North dominance over Global South priorities. They manifest in research conduct, procedural ethics, and ethics-in-practice. While much literature focuses on individual or project-level strategies, structural, and institutional dynamics-beyond the control of individual researchers-play a critical role. While macro-level structural change may occur slowly, in line with the pace of societal change, meso-level change within organizations is possible. Research organizations and networks are well positioned to integrate equity and influence broader change. Importantly, the meso-level offers a space to challenge Global North-South binaries and foster a shared ethics-of-practice. We reviewed 255 resources from a live Zotero inventory on equity in global health research, shortlisting 42 and identifying over 135 strategies. These were categorized into domains and organized into 14 action groups, mapped onto a three-stage implementation framework-Preparation, Establishing, and Maintaining-drawing from the literature. Our goal was to distil practices applicable across institutions, recognizing that context and resources shape prioritization. The preparation phase involves assessing current practices, reforming partnerships, and promoting inclusive leadership, with attention to gender equity, community engagement, and institutional self-assessment. The establishing phase emphasizes transparent communication, local and Indigenous participation, diverse recruitment, and culturally responsive research design. The maintaining phase focuses on sustaining equity-focused teams, incentivizing inclusive leadership, supporting under-represented researchers, and formalizing equity policies. Our findings offer a phase-wise typology of organizational reforms to embed equity in conduct of global health research. Advancing these strategies requires institutional commitment and donor engagement across all resource settings. Networked organizations and reflexive designs are key to enabling shared learning and equity-aligned transformation.",2025
27,40755187,2026 Apr,2025 Aug 3,J Adv Nurs,"['Graells-Sans A', 'Galbany-Estragués P', 'Rodríguez-Martín D', 'Gasch-Gallén À']",Gasch-Gallén À,Nursing at the Intersection of Power and Practice: A Grounded Theory Analysis of the Profession's Social Position.,82,4,3537-3549,['English'],7609811,0309-2402,1365-2648,['Journal Article'],PubMed - indexed for MEDLINE,ppublish+epublish,"['40755187', 'PMC12994620', 'pmc-id: PMC12994620;', '10.1111/jan.70126']",10.1111/jan.70126,"['2025/07/08 00:00', '2025/02/21 00:00', '2025/07/25 00:00', '2026/03/18 04:49', '2025/08/04 06:27', '2025/08/04 03:58', '2026/03/17 00:00']",[],1,45,Journal of advanced nursing,doi: 10.1111/jan.70126,2026 Apr;82(4):3537-3549,"AIM: To explore nursing professionals' perceptions of the intersectional positioning of their profession within healthcare and society, examining how axes of oppression shape healthcare responses and resource management. DESIGN: A qualitative study framed in critical theory paradigm employing constructivist grounded theory, as outlined by Charmaz. METHODS: The study was conducted in Catalonia, Spain, between 2022 and 2023. A total of 26 nursing professionals participated, representing a range of professional roles and settings. Theoretical sampling guided participant recruitment and was saturated after 17 in-depth interviews and 2 thematic focus groups. Interviews and focus groups were transcribed verbatim. Thematic analysis, informed by Charmaz's approach, was applied to identify key dimensions and themes. Intersectionality theory was used as a critical analysis framework. RESULTS: A predominant theme emerged from data identified as 'intersectional disempowerment of nursing profession'. Four categories shape this positioning: (1) symbolic and historical undervaluation of care, rooted in nursing's feminization and patriarchal norms; (2) patriarchal influence on professional leadership, manifested by men disproportionately occupy leadership roles, reinforcing vertical segregation; (3) intra-professional hierarchies and technocratic influence, forcing prestige disparities within nursing and promoting horizontal segregation; and (4) internalised barriers among nurses regarding professional prestige, authority and recognition which combined undermine nursing's visibility, legitimacy and influence within healthcare. CONCLUSIONS: Nursing cannot be understood as a neutral profession. Its societal positioning is deeply shaped by structural inequities, gendered assumptions and entrenched hierarchies, which collectively undermine its potential for autonomy and recognition. IMPACT: This study highlights the need to challenge intersectional hierarchies in nursing, promoting equitable recognition, policy reforms and leadership opportunities to enhance nurses' authority, visibility and professional empowerment within healthcare systems. Addressing these challenges requires systemic policy reforms and a critical re-evaluation of societal perceptions. What problem did the study address? Nursing's social image is strongly shaped by biomedical, technocratic and social views. The gap between nursing's public image and identity limits professional growth and recognition. Analysing how power relations intersect in nursing's social position is essential. What were the main findings? Nursing's role is shaped by the intersection of gender, prestige, socioeconomic status and social recognition. Nurses' empowerment must be tied to transforming unjust institutions and systemic structures. Where and on whom will the research have an impact? This study provides a critical analysis of the intersectional positioning of the nursing profession. The findings have implications at multiple levels: micro, by offering nurses a critical perspective on their professional positionality; meso, by providing healthcare managers with insights into the underlying factors contributing to nursing's undervaluation; and macro, by fostering reflection within the broader healthcare community on the power dynamics shaping interprofessional relationships. PATIENT OR PUBLIC CONTRIBUTION: This study did not include patient or public involvement in its design, conduct, or reporting. REPORTING METHOD: The manuscript is based on the Consolidated Criteria for Reporting Qualitative Research (COREQ).",2026
28,40667746,2025 Sep,,Int Nurs Rev,"['Stewart D', 'Baird K', 'White J', 'Buchan J']",Buchan J,Nursing and Midwifery's Impact on Health Policy Development: A Literature Review.,72,3,e70061,['English'],7808754,0020-8132,1466-7657,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,ppublish,"['40667746', 'PMC12265404', 'pmc-id: PMC12265404;', '10.1111/inr.70061']",10.1111/inr.70061,"['2024/11/21 00:00', '2025/06/01 00:00', '2025/07/16 12:30', '2025/07/16 12:29', '2025/07/16 07:23', '2025/07/16 00:00']",[],1,76,International nursing review,doi: 10.1111/inr.70061,2025 Sep;72(3):e70061,"AIM: This study explores how nursing and midwifery can enhance their influence on health policy development and identifies strategies to optimize their impact on global health systems. BACKGROUND: Nurses and midwives, the largest group of healthcare professionals, play vital roles in healthcare delivery but remain underrepresented in health policy development. Historical barriers, gendered power dynamics, and systemic limitations hinder their meaningful involvement, despite their critical role in care provision. Addressing these issues is crucial to unlocking their potential to improve health systems worldwide. METHODS: A literature review was conducted, analyzing research, policy reports, editorials, and commentaries from 2013 to 2023. Key barriers, enablers, and strategies to enhance nursing and midwifery's role in health policy were identified through database searches and reference checks, with thematic analysis used to synthesize findings. FINDINGS: The review identified several barriers to nursing and midwifery's involvement in health policy, including power imbalances, limited policy education, and insufficient organizational support. Current literature often focuses on individual experiences but overlooks broader systemic factors, such as the roles of key policy actors, regulations, and technologies. Strategies to enhance participation include integrating health policy into nursing curricula, leadership programs, and strengthening professional associations. A more nuanced, multifaceted approach is needed to address these barriers and encourage policy engagement. DISCUSSION: To empower nurses and midwives, future research should adopt frameworks like Actor Network Theory to consider the broader context of health policy development. Strategies must focus on education, tackle power imbalances, address gender dynamics, and promote collective action through professional organizations. CONCLUSION AND IMPLICATIONS FOR NURSING AND/OR HEALTH POLICY: Nurses and midwives must be recognized as essential contributors to health policy. By addressing systemic barriers and implementing comprehensive strategies, nursing and midwifery can shape policies that reflect care delivery realities and improve global health outcomes. Future research should adopt a broader approach, incorporating the full spectrum of actors and systemic factors in health policy development.",2025
29,40663955,2025 Sep,2025 Jul 14,Child Abuse Negl,"['Hunt GR', 'Higgins DJ', 'Willis ML']",Willis ML,"""Just tick the box and move on"": Australian Christian religious leaders reflect on safeguarding practices in their settings.",167,,107591,['English'],7801702,0145-2134,1873-7757,['Journal Article'],PubMed - indexed for MEDLINE,ppublish+epublish,"['40663955', '10.1016/j.chiabu.2025.107591', 'S0145-2134(25)00347-3']",10.1016/j.chiabu.2025.107591,"['2025/03/10 00:00', '2025/05/21 00:00', '2025/07/01 00:00', '2025/09/16 18:31', '2025/07/16 00:26', '2025/07/15 18:04']",[],1,0,Child abuse & neglect,doi: 10.1016/j.chiabu.2025.107591,2025 Sep;167:107591,"BACKGROUND: Child maltreatment remains a global problem with ongoing efforts needed to safeguard children and young people. The Australian Royal Commission into Institutional Responses to Child Sexual Abuse prompted large scale reforms for organisations, however, there is limited research available on the quality and consistency of these safeguards in religious organisations. OBJECTIVE: This study aimed to explore Australian religious leaders perspectives on the current strengths and limitations of safeguarding practices in their settings. PARTICIPANTS AND SETTING: Twenty Christian religious leaders in Australia were interviewed online and asked about their role, current strengths in policies and practices, challenges and areas for improvement, and future directions. METHOD: Participants attended a 60-minute semi-structured interview where data was analysed using reflexive thematic analysis. Member checking and double coding were conducted. RESULTS: While leadership commitment and improvements to safeguarding policy and practice were evident, significant ongoing challenges were identified. Cultural resistance (often rooted in theological beliefs) and a perception of safeguarding as unnecessary external regulation impede meaningful change. Gendered power dynamics, a reliance on compliance focused approaches, and resource constraints also limit progress. CONCLUSION: Our findings highlight the importance of prioritising contextual prevention strategies that leverage community-centred strengths to create safer environments and consider risks between peers and for vulnerable adults. Positioning safeguarding as core to mission, collaboration between religious organisations, and prioritising the voices of children and victim-survivors are key opportunities to strengthen safeguarding initiatives. These findings contribute to a growing body of research on safeguarding in religious organisations, providing practical insights and implications.",2025
30,40648655,2025 Jul 7,2025 Jul 7,Healthcare (Basel),"['Szalay Timbo C', 'Jaffer A', 'Montero Romero MJ', 'Cubias G', 'Chase H', 'Wester ST', 'Kherani F', 'Shriver EM']",Shriver EM,Advancing Gender Equity in International Eyecare: A Roadmap in Creating the Women Leaders in Eye Health (WLEH) Initiative.,13,13,,['English'],101666525,2227-9032,2227-9032,['Journal Article'],PubMed,epublish,"['40648655', 'PMC12250130', 'pmc-id: PMC12250130;', '10.3390/healthcare13131630', 'healthcare13131630']",10.3390/healthcare13131630,"['2025/05/06 00:00', '2025/06/24 00:00', '2025/06/26 00:00', '2025/07/13 03:33', '2025/07/13 03:32', '2025/07/12 01:13', '2025/07/07 00:00']",[],1,12,"Healthcare (Basel, Switzerland)",doi: 10.3390/healthcare13131630,2025 Jul 7;13(13),"Gender inequality remains a persistent issue in healthcare, especially in ophthalmology, where women face systemic barriers such as pay gaps, limited surgical opportunities, harassment, and unequal family expectations. Despite increasing entry into the field, women remain underrepresented in leadership, affecting career advancement and patient care. This study examines how virtual platforms, and co-led initiatives can address gender disparities in eye health. In 2021, Women in Ophthalmology, Seva Foundation, and Orbis International launched the Women's Leaders in Eye Health (WLEH) initiative-a global community promoting mentorship, networking, and leadership development. Starting with virtual webinars and informal networking, the initiative expanded to in-person events in 2023 due to strong global engagement and demand. Early virtual programming, including webinars and ""Coffee Hour"" sessions, proved effective and laid the groundwork for broader offerings such as mentorship and professional development grants. WLEH's success underscores the power of collaboration in promoting gender equity. By fostering connections and leadership pathways, WLEH offers a scalable model to break down gender challenges and uplift the next generation of women leaders to deliver more accessible eyecare globally.",2025
31,40616151,2025 Jul 4,2025 Jul 4,BMC Nurs,"['Zhang S', 'Liu C', 'Lai C', 'Zhao B', 'Zhang C', 'Zhang Y', 'Zhang Z', 'Li J', 'Zhang S', 'Fa T']",Fa T,The power of leadership transforming nurses' professional attitudes through the balance theory: a cross-sectional study.,24,1,841,['English'],101088683,1472-6955,1472-6955,['Journal Article'],PubMed,epublish,"['40616151', 'PMC12231632', 'pmc-id: PMC12231632;', '10.1186/s12912-025-03517-8', '10.1186/s12912-025-03517-8']",10.1186/s12912-025-03517-8,"['2024/11/10 00:00', '2025/06/30 00:00', '2025/07/05 00:29', '2025/07/05 00:28', '2025/07/04 23:53', '2025/07/04 00:00']",[],1,68,BMC nursing,doi: 10.1186/s12912-025-03517-8,2025 Jul 4;24(1):841,"BACKGROUND: Nurses' professional attitudes, as a key component of nursing professionalism, profoundly influences its development. However, empirical studies examining the influence of nursing managers on nurses' professional attitudes are lacking, and studies exploring how different leadership management styles-through the lens of Balance theory-affect these attitudes remain scarce. AIM: To investigate the relationship between nurses' professional attitudes and nursing managers' authentic, destructive, and transformational leadership styles, based on the Balance theory. METHODS: A questionnaire survey was conducted using convenience sampling among 1,154 clinical nurses from 11 hospitals in Tianjin, China. Data from the returned questionnaires were analysed using one-way analysis, correlation analysis, and multiple linear regression to identify factors influencing nurses' professional attitudes. RESULTS: Nurses' professional attitudes were positively correlated with authentic and transformational leadership (p < 0.01) and negatively correlated with destructive leadership (p < 0.01). Multiple linear regression analysis identified nine influencing factors: gender, monthly income, hospital level, hospital type, whether or not the nurses were specialists, working in obstetrics and gynaecology, authentic leadership, transformational leadership, and destructive leadership (R(2) = 69.7%). CONCLUSIONS: Nurses' professional attitudes are influenced by the degree to which nursing managers exhibit transformational, authentic, or destructive leadership styles. CLINICAL TRIAL NUMBER: Not applicable.",2025
32,40610847,2026 Apr,2025 Jul 3,Adv Health Sci Educ Theory Pract,"['Johnson SB', 'Konopasky A', 'Wyatt TR']",Wyatt TR,The power with us: experiences of resisting oppression among Black women physicians in academic medicine.,31,2,451-471,['English'],9612021,1382-4996,1573-1677,['Journal Article'],PubMed - indexed for MEDLINE,ppublish+epublish,"['40610847', '10.1007/s10459-025-10455-2', '10.1007/s10459-025-10455-2']",10.1007/s10459-025-10455-2,"['2024/12/22 00:00', '2025/06/23 00:00', '2026/04/02 12:36', '2025/07/04 00:28', '2025/07/03 23:38']",[],1,0,Advances in health sciences education : theory and practice,doi: 10.1007/s10459-025-10455-2,2026 Apr;31(2):451-471,"Black women physicians often face bias, discrimination, and mistreatment within the academic environment because of their racial and gender identities. This shows up as microaggressions, exclusion, and minimal opportunities to advance their careers despite their expertise, contributions, and leadership to support institutions with creating environments that prioritize broad representation, welcoming and respectful spaces, and addressing barriers that prohibit individuals from thriving. Their first-hand experiences with intersecting oppressions told in their own voices as clinicians, educators, and leaders are largely absent from the literature, yet are critical in moving forward. We conducted semi-structured interviews with fifteen women identifying as Black or African American physicians who were faculty members, administrators, or instructors at U.S. academic medical institutions to examine their experiences with racial trauma and how these affect their careers. We used Black feminist constructs as a conceptual framework and Collins' concepts of disciplinary and hegemonic power as a theoretical lens to center intersecting social identities and identify oppression in academic medicine. We also explored how acts of resistance are utilized to counter oppressive experiences. We identified six themes of oppression paired with acts of resistance within the disciplinary and hegemonic domains of power that were particularly salient in participants' stories. While some Black women physicians are choosing to resist oppression by centering themselves, their values, and what they bring to the profession, we must continue elevating their stories to advance institutional change.",2026
33,40575629,2025 Aug,2025 May 16,AJOG Glob Rep,"['Senkyire E', 'Senkyire G', 'Asiedua E', 'Tawose-Adebayo V', 'Ohaja M']",Ohaja M,"Obstetric violence informed by theories of intersectionality, oppression, and power dynamics-a Ghanaian's perspectives.",5,3,100505,['English'],101777907,,2666-5778,['Journal Article'],PubMed,,"['40575629', 'PMC12198030', 'pmc-id: PMC12198030;', '10.1016/j.xagr.2025.100505', 'S2666-5778(25)00066-8']",10.1016/j.xagr.2025.100505,"['2025/06/27 10:34', '2025/06/27 10:33', '2025/06/27 04:57', '2025/05/16 00:00']",[],1,69,AJOG global reports,doi: 10.1016/j.xagr.2025.100505,2025 Aug;5(3):100505,"This essay explores obstetric violence (OV) from a Ghanaian perspective, applying theories of intersectionality, oppression, and power dynamics to critically analyze its causes and manifestations. OV, defined as mistreatment during childbirth, includes acts of physical abuse, nonconsensual care, discrimination, and breaches of privacy. Despite efforts to reduce maternal mortality in Ghana, systemic challenges persist, contributing to a high prevalence of OV, particularly among vulnerable groups such as adolescents, the socioeconomically disadvantaged, and ethnic minorities. The essay highlights that midwives, while essential to maternal care, often operate within oppressive healthcare systems characterized by poor resourcing, rigid hierarchies, and systemic gender bias. Through the lens of intersectionality, the study reveals how overlapping social identities-such as age, ethnicity, and socioeconomic status-influence women's vulnerability to mistreatment. Oppressed group theory explains how midwives, themselves marginalized within patriarchal and medically dominated structures, may internalize oppression and perpetuate violence toward patients. Foucault's theory of power and knowledge is used to illustrate how institutional norms and knowledge hierarchies empower midwives to exercise control over birthing women, often compromising women's autonomy and dignity. The essay further discusses how systemic issues, including underinvestment in healthcare infrastructure, inadequate training on respectful maternity care, and normalization of abusive practices, contribute to the persistence of OV. It calls for comprehensive reforms such as empowering midwives through education and leadership training, decentralizing healthcare authority, promoting respectful maternity care practices, and addressing systemic inequities. Raising awareness, fostering accountability, and embedding patient-centered care principles into healthcare institutions are critical steps toward eliminating OV. Ultimately, the essay argues that addressing OV in Ghana requires not only confronting individual behaviors but dismantling the deeper structural and institutional forces that sustain power imbalances and systemic oppression. Empowering both midwives and birthing women is essential for transforming maternity care and advancing equitable, respectful maternal health outcomes in Ghana.",2025
34,40549781,2025,2025 Jun 23,PLOS Glob Public Health,"['Kemigisha E', 'Osindo J', 'Kamire V', 'Baker V', 'Gourlay A', 'Gakuo S', 'Mulwa S', 'Magut F', 'Gachie T', 'Otieno M', 'Khagayi S', 'Kwaro D', 'Floyd S', 'Ziraba A', 'Birdthistle I']",Birdthistle I,Impact of a multilevel HIV prevention programme on adolescent girls and young women's empowerment for risk reduction: A mixed methods evaluation in Kenya.,5,6,e0004151,['English'],9918283779606676,,2767-3375,['Journal Article'],PubMed,,"['40549781', 'PMC12185012', 'pmc-id: PMC12185012;', '10.1371/journal.pgph.0004151', 'PGPH-D-24-02060']",10.1371/journal.pgph.0004151,"['2024/09/23 00:00', '2025/05/24 00:00', '2025/06/24 11:04', '2025/06/24 11:03', '2025/06/23 13:44', '2025/06/23 00:00']",[],1,37,PLOS global public health,doi: 10.1371/journal.pgph.0004151,2025;5(6):e0004151,"Empowerment is key to person-centered HIV prevention. This study aims to evaluate the extent to which the Determined, Resilient, Empowered, AIDS-free, Mentored, Safe (DREAMS) Partnership promotes empowerment of adolescent girls and young women (AGYW) in Kenya. We conducted a mixed-methods study to examine DREAMS influence on empowerment precursors (resources, agency, institutional structures) and outcomes, guided by Kabeer's framework for women's empowerment. With representative cohorts of AGYW aged 13-22, followed since 2017/18, we estimated the impact of DREAMS on social support and self-efficacy by 2022. With a nested sample of cohort participants in 2022, we conducted qualitative inquiry through in-depth interviews and participatory action learning with DREAMS participants, implementers, and community members, for evidence of mechanisms, achievement and contextual influences on AGYW empowerment. We found statistical evidence of a causal impact of DREAMS on social support and self-efficacy among adolescent girls. Qualitatively, DREAMS enhanced AGYW's access to and control of resources, including coveted material assets like educational subsidies, hygiene products, and business support, which reportedly reduced transactional sex through economic autonomy and bodily integrity. DREAMS enhanced intangible resources like HIV knowledge and financial skills. Greater confidence, courage, and critical consciousness enabled some AGYW to act on health choices, assume leadership roles, and continue education. In mentor-led activities, AGYW demonstrated collective action and solidarity and group saving skills for financial autonomy. DREAMS aimed to engage the broader community including leaders, parents, and young men, but social structures, dominant gender norms, gender-based violence, and widespread poverty mitigated its empowering impact for AGYW. We found compelling evidence that DREAMS strengthened many young women's access to and control of resources and their intrinsic and collective agency. These are important precursors to empowerment but insufficient for the transformation of power relations without supportive institutional structures, including gender-equitable norms and viable livelihood strategies.",2025
35,40525555,2025 Jan-Dec,2025 Jun 17,Womens Health (Lond),"['McNaught R', 'Pittaway E', 'Bethune L', 'Meade D', 'Longman J']",Longman J,"Governance, collaboration and community organising in rural Australia: A case study of women's experiences and contributions to community health and well-being in the Northern Rivers, Australia floods.",21,,17455057251345938,['English'],101271249,1745-5057,1745-5065,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['40525555', 'PMC12174688', 'pmc-id: PMC12174688;', '10.1177/17455057251345938']",10.1177/17455057251345938,"['2025/06/17 14:36', '2025/06/17 14:35', '2025/06/17 06:53', '2025/06/17 00:00']",[],1,58,"Women's health (London, England)",doi: 10.1177/17455057251345938,2025 Jan-Dec;21:17455057251345938,"BACKGROUND: Whilst gendered violence and other gendered health impacts of disasters are well rehearsed in the literature, relatively less attention has been paid to women's important role in supporting the health and well-being of communities during the peak and aftermath of extreme weather-related events such as floods. OBJECTIVES: This article explores the gendered dimensions of rural Australian community disaster responses and resilience building, highlighting women's experiences of and contributions to community health and well-being, disaster governance and leadership in the community setting. DESIGN: The article presents a case study from the Northern Rivers region of New South Wales, Australia, a rural area on the front line of the climate crisis having been subjected to compounding disasters in the last decade including catastrophic flooding. METHODS: The qualitative study draws upon: semi-structured interviews with community members, government, not for profit and businesses; notes from public events; a research diary and transcripts from a New South Wales Government flood response inquiry. RESULTS: The results of this study suggest that following the 2022 floods, women have made significant and enduring local contributions to the health, well-being and recovery of communities across the Northern Rivers region. Despite challenges in accessing power and decision-making, women played an essential role in community problem solving and circumnavigated challenges using collaborative local approaches. However, women often paid the cost of undertaking these roles through negative impacts on their own health and well-being. CONCLUSION: This study reveals that after disasters, masculinised labour benefits from support and recognition while the prolonged work of women to support the health and well-being of their communities persists without these privileges. Further studies are needed on how women and their leadership strengths can be recognised and supported to enable ongoing health and well-being of disaster-affected communities, including the health and well-being of women organisers themselves.",2025
36,40503693,2025 Jun 6,2025 Jun 6,Rev Esp Salud Publica,"['Dimitrova E', 'Calle Martínez A', 'Gras García EM', 'Vaquero Cepeda P', 'Santos-Ribeiro C']",Santos-Ribeiro C,"[Reflections and proposals from the feminine to the feminist: I Conference on Leadership in Public Health, ARES-MPSP].",99,,,['Spanish'],9600212,1135-5727,2173-9110,"['English Abstract', 'Journal Article']",PubMed - indexed for MEDLINE,epublish,"['40503693', 'PMC12160413', 'pmc-id: PMC12160413;', 'e202506029']",,"['2025/02/13 00:00', '2025/04/13 00:00', '2025/06/12 12:32', '2025/06/12 12:31', '2025/06/12 07:23', '2025/06/06 00:00']",[],1,11,Revista espanola de salud publica,pii: e202506029,2025 Jun 6;99,"The First Conference on Women's Leadership in Public Health organized by the Association of Residents in Preventive Medicine and Public Health (ARES MPSP) was presented as a space for reflection and learning about the transformative role of feminist leadership in the healthcare field. Through presentations, debates, and collaborative activities, the importance of integrating a feminist perspective was highlighted, one that not only promotes gender equality but also addresses the power dynamics that perpetuate structural inequalities. Intersectionality was highlighted as a key approach to analyze and respond to the multiple forms of discrimination faced by historically underrepresented groups such as women and gender-diverse individuals, recognizing that inclusive leadership must be aware of these realities. The event also allowed for questioning the differences between female and feminist leadership, emphasizing the need to reclaim feminism as a tool for social transformation. These sessions called for strengthening intergenerational alliances and networks, as well as fostering transformative leadership capable of inspiring and mobilizing people towards a more equitable and just Public Health. The active participation of the speakers and attendees was fundamental in consolidating this space as a driving force for change and a reference for future initiatives in the Public Health sector.",2025
